contract_file_name,contract_id,question,expected_type,gold_value,predicted_value,group,score,is_correct,confidence,verdict,explanation,precision,recall,f1,cosine_similarity,token_f1,hybrid_text_score,status,raw_answer,citations
Contract__16.pdf,Contract__16,What is the Dispute Resolution Article #?,identifier,6.2,6,categorical_accuracy,0.5,False,0.0,partial,The predicted answer '6' is close but incomplete. The correct identifier is '6.2'.,,,,,,,mismatch,ARTICLE 6 DISPUTE RESOLUTION,"['c00003', 'c00116']"
Contract__16.pdf,Contract__16,What is the CM Suspension / Termination Article #?,identifier,14.1.1,14,categorical_accuracy,1.0,False,0.0,partial,The predicted answer '14' is close but incomplete. The correct identifier is '14.1.1'.,,,,,,,mismatch,ARTICLE 14,"['c00024', 'c00111', 'c00112', 'c00114', 'c00115', 'c00037']"
Contract__16.pdf,Contract__16,How many days notice must the Owner give IMC for CM Termination for Convenience?,number,7 days,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__16.pdf,Contract__16,What are the Warranty Terms & Conditions?,long_text,"Work, materials, or equipment not confirming to the standard requirements, including unapproved substitutions, may be considered defective.  The Contractor’s warranty does not cover damage or defect caused by abuse that is not the Contractor’s responsibility, alterations to the Work not executed by the Contractor, improper or insufficient maintenance, improper operation, or normal wear and tear and normal usage. If required by the Owner or Architect, the Contractor shall furnish satisfactory evidence as to the kind and quality of materials and equipment.","The Contractor warrants to the Owner and Architect that materials and equipment furnished under the Contract will be of good quality and new unless the Contract Documents require or permit otherwise. The Contractor further warrants that the Work will conform to the requirements of the Contract Documents and will be free from defects except for those inherent in the quality of the Work the Contract Documents require or permit. Work, materials, or equipment not conforming to these requirements may be considered defective. The Contractor's warranty excludes remedy for damage or defect caused by abuse, alterations to the Work not executed by the Contractor, improper or insufficient maintenance, improper operation, or normal wear and tear and normal usage. If required by the Architect, the Contractor shall furnish satisfactory evidence as to the kind and quality of materials and equipment. All material, equipment, or other special warranties required by the Contract Documents shall be issued in the name of the Owner, or shall be transferable to the Owner and shall commence in accordance with Section 9.8.4.",descriptive_metrics,0.9,,0.9,strong,The predicted answer captures almost all the important content of the gold answer and adds some additional relevant details. There is no contradiction.,,,,0.9,0.9,0.9,mismatch,"The Contractor warrants to the Owner and Architect that materials and equipment furnished under the Contract will be of good quality and new unless the Contract Documents require or permit otherwise. The Contractor further warrants that the Work will conform to the requirements of the Contract Documents and will be free from defects except for those inherent in the quality of the Work the Contract Documents require or permit. Work, materials, or equipment not conforming to these requirements may be considered defective. The Contractor's warranty excludes remedy for damage or defect caused by abuse, alterations to the Work not executed by the Contractor, improper or insufficient maintenance, improper operation, or normal wear and tear and normal usage. If required by the Architect, the Contractor shall furnish satisfactory evidence as to the kind and quality of materials and equipment. All material, equipment, or other special warranties required by the Contract Documents shall be issued in the name of the Owner, or shall be transferable to the Owner and shall commence in accordance with Section 9.8.4.","['c00053', 'c00012']"
Contract__16.pdf,Contract__16,What are the As-Built / Record Documents Requirements?,long_text,"The Contractor shall furnish to the Owner two hard copies in three-ring binders and one electronic version on a CD in PDF format (Adobe compatible) of each item identified on the Construction Contract Close Out Checklist, on the form attached to the Agreement (including any Supplement thereto).  If the Contractor does not furnish these items, and the Owner must otherwise obtain such information and data, the costs reasonably incurred by the Owner in doing so will be deducted from payments then or thereafter due to Contractor.","The Contractor shall make available, at the Project site, the Contract Documents, including Change Orders, Construction Change Directives, and other Modifications, in good order and marked currently to indicate field changes and selections made during construction, and the approved Shop Drawings, Product Data, Samples, and similar required submittals. These shall be in electronic form or paper copy available to the Architect and Owner, and delivered to the Architect for submittal to the Owner upon completion of the Work as a record of the Work as constructed.",descriptive_metrics,0.3,,0.8,weak,The predicted answer partially captures the requirement of providing documents but misses specific details about the format and consequences of non-compliance. There is also some contradiction in terms of the specifics of the documents required.,,,,0.3,0.3,0.3,mismatch,"The Contractor shall make available, at the Project site, the Contract Documents, including Change Orders, Construction Change Directives, and other Modifications, in good order and marked currently to indicate field changes and selections made during construction, and the approved Shop Drawings, Product Data, Samples, and similar required submittals.",['c00057']
Contract__16.pdf,Contract__16,What are the Final Payment Terms & Conditions?,long_text,"Final payment, constituting the entire unpaid balance of the contract sum, shall be made by the owner to the contractor when the contractor has fully performed the contract except the contractor's responsibility to correct work, to satisfy other existing outstanding requirements, and a final certificate for payment has been issued by the architect.","Final payment, constituting the entire unpaid balance of the Contract Sum, shall be made by the Owner to the Contractor when the Contractor has fully performed the Contract except for the Contractor's responsibility to correct Work as provided in Article 12 of AIA Document A201-2017, and to satisfy other requirements, if any, which extend beyond final payment; and a final Certificate for Payment has been issued by the Architect. The Owner's final payment to the Contractor shall be made no later than 30 days after the issuance of the Architect's final Certificate for Payment. The making of final payment shall constitute a waiver of Claims by the Owner except those arising from liens, Claims, security interests, or encumbrances arising out of the Contract and unsettled; failure of the Work to comply with the requirements of the Contract Documents; terms of special warranties required by the Contract Documents; or audits performed by the Owner, if permitted by the Contract Documents, after final payment. Acceptance of final payment by the Contractor, a Subcontractor, or a supplier, shall constitute a waiver of claims by that payee except those previously made in writing and identified by that payee as unsettled at the time of final Application for Payment.",descriptive_metrics,0.85,,0.9,strong,"The predicted answer captures all the important elements of the gold answer and provides additional relevant details. There is no contradiction, and the semantic similarity is high.",,,,0.8,0.85,0.85,mismatch,"Final payment terms and conditions include the full performance of the Contract by the Contractor, issuance of a final Certificate for Payment by the Architect, and payment by the Owner within 30 days of the final Certificate. Final payment constitutes a waiver of Claims by the Owner except for specific unsettled claims, non-compliance with Contract requirements, special warranties, and post-payment audits. Acceptance of final payment by the Contractor or suppliers waives their claims unless previously made in writing and identified as unsettled.","['c00003', 'c00093', 'c00094']"
Contract__16.pdf,Contract__16,What are the Concealed / Unknown / Hazardous Conditions Terms & Conditions?,long_text,"The Contractor is responsible for compliance with any requirements included in the Contract Documents regarding hazardous materials or substances. If the Contractor encounters a hazardous material or substance not addressed in the Contract Documents and if reasonable precautions will be inadequate to prevent foreseeable bodily injury or death to persons resulting from a material or substance, including but not limited to asbestos or polychlorinated biphenyl (PCB), encountered on the site by the Contractor, the Contractor shall, upon recognizing the condition, immediately stop Work in the affected area and notify the Owner and Architect of the condition.","If the Contractor encounters conditions at the site that are (1) subsurface or otherwise concealed physical conditions that differ materially from those indicated in the Contract Documents or (2) unknown physical conditions of an unusual nature that differ materially from those ordinarily found to exist and generally recognized as inherent in construction activities of the character provided for in the Contract Documents, the Contractor shall promptly provide notice to the Owner and the Architect before conditions are disturbed and in no event later than 14 days after first observance of the conditions. The Architect will promptly investigate such conditions and, if the Architect determines that they differ materially and cause an increase or decrease in the Contractor's cost of, or time required for, performance of any part of the Work, will recommend that an equitable adjustment be made in the Contract Sum or Contract Time, or both. If the Architect determines that the conditions at the site are not materially different from those indicated in the Contract Documents and that no change in the terms of the Contract is justified the Architect shall promptly notify the Owner and Contractor, stating the reasons. If either party disputes the Architect's determination or recommendation, that party may submit a Claim as provided in Article 15. If, in the course of the Work, the Contractor encounters human remains or recognizes the existence of burial markers, archaeological sites or wetlands not indicated in the Contract Documents, the Contractor shall immediately suspend any operations that would affect them and shall notify the Owner and Architect. Upon receipt of such notice, the Owner shall promptly take any action necessary to obtain governmental authorization required to resume the operations. The Contractor shall continue to suspend such operations until otherwise instructed by the Owner but shall continue with all other operations that do not affect those remains or features. Requests for adjustments in the Contract Sum and Contract Time arising from the existence of such remains or features may be made as provided in Article 15.",descriptive_metrics,0.3,,0.8,partial,"The predicted answer addresses some aspects of encountering unknown conditions but does not specifically cover hazardous materials or substances as detailed in the gold answer. There is no direct contradiction, but the coverage of the specific hazardous conditions is limited.",,,,0.3,0.3,0.3,mismatch,"If the Contractor encounters conditions at the site that are subsurface or otherwise concealed physical conditions that differ materially from those indicated in the Contract Documents or unknown physical conditions of an unusual nature that differ materially from those ordinarily found to exist and generally recognized as inherent in construction activities of the character provided for in the Contract Documents, the Contractor shall promptly provide notice to the Owner and the Architect before conditions are disturbed and in no event later than 14 days after first observance of the conditions.","['c00054', 'c00099']"
Contract__16.pdf,Contract__16,How much Concealed / Unknown / Hazardous Conditions Notice to Owner Requirements (Within What # of Days)?,number,21 days,14,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '14' does not match the gold answer '21 days'.,,,,,,,mismatch,14 days,['c00054']
Contract__16.pdf,Contract__16,List the Owner / Project Required Reports,list,"TAB Report, Fire Alarm Report, Commissioning Report","['Loss of Use, Business Interruption, and Delay in Completion Insurance', 'Ordinance or Law Insurance', 'Expediting Cost Insurance', 'Extra Expense Insurance', 'Civil Authority Insurance', 'Ingress/Egress Insurance', 'Soft Costs Insurance']",descriptive_metrics,0.0,,1.0,incorrect,"The predicted answer lists types of insurance, which are unrelated to the required reports listed in the gold answer.",,,0.0,0.0,0.0,0.0,mismatch,Owner / Project Required Reports,"['c00010', 'c00102']"
Contract__16.pdf,Contract__16,Hazardous Materials - IMC is Only Responsible Content Created by Us or our Subcontractors,boolean,No,True,categorical_accuracy,0.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,IMC is only responsible for hazardous materials created by us or our subcontractors.,"['c00099', 'c00097']"
Contract__16.pdf,Contract__16,What is the Labor?,text,Prevailing Wage,"Labor refers to the work provided by the Contractor's employees, Subcontractors, and other persons or entities performing portions of the Work for, or on behalf of, the Contractor or any of its Subcontractors.",descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not match the gold answer in meaning or content.,,,,0.0,0.0,0.0,mismatch,"Labor refers to the work provided by the Contractor's employees, Subcontractors, and other persons or entities performing portions of the Work for, or on behalf of, the Contractor or any of its Subcontractors.","['c00051', 'c00063']"
Contract__16.pdf,Contract__16,List all Contract Agreement Exhibit / Appendix (Letter / Number /Name),list,"1 - General Provisions
2 - Owner
3 - Contractor
4 - Architect
5 - Subcontractor
6 - Construction by owner or by separate contractors
7 - Changes in the work
8 - Time
9 - Payments and Completion
10 - Protection of Persons and Property
11 - Insurance and Bonds
12 - Uncovering and Correction of Work
13 - Miscellaneous Provisions
14 - Termination or Suspension of the Contract
15 - Claims and Disputes","['AIA Document A101-2017, Standard Form of Agreement Between Owner and Contractor', 'AIA Document A101-2017, Exhibit A, Insurance and Bonds', 'AIA Document A201-2017, General Conditions of the Contract for Construction', 'Building information modeling exhibit']",descriptive_metrics,0.1,,0.9,incorrect,The predicted answer lists different documents and exhibits that do not match the specific numbered sections provided in the gold answer.,,,0.1,0.1,0.1,0.1,mismatch,"AIA Document A101-2017, Standard Form of Agreement Between Owner and Contractor; AIA Document A101-2017, Exhibit A, Insurance and Bonds; AIA Document A201-2017, General Conditions of the Contract for Construction; Building information modeling exhibit","['c00005', 'c00037']"
Contract__16.pdf,Contract__16,Are there any Contract Agreement / Specifications Containing BIM Requirements?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,Building information modeling exhibit,"['c00005', 'c00042']"
Contract__16.pdf,Contract__16,What are the Cyber Indemnification / Hacking Article Terms & Conditions?,long_text,Optional insurance for cyber security to be purchased by owner.,"Insurance for loss to the Owner due to data security and privacy breach, including costs of investigating a potential or actual breach of confidential or private information. The Contractor shall provide certificates of insurance acceptable to the Owner evidencing compliance with the requirements in this Article A.3. The Owner shall purchase and maintain Cyber Security Insurance.",descriptive_metrics,0.6,,0.8,partial,"The predicted answer captures the essence of the gold answer but adds additional details not present in the gold answer. There is a slight contradiction as the gold answer mentions optional insurance, while the predicted answer implies mandatory insurance.",,,,0.6,0.6,0.6,mismatch,"Insurance for loss to the Owner due to data security and privacy breach, including costs of investigating a potential or actual breach of confidential or private information. The Contractor shall provide certificates of insurance acceptable to the Owner evidencing compliance with the requirements in this Article A.3. The Owner shall purchase and maintain Cyber Security Insurance.","['c00011', 'c00010']"
