contract_file_name,contract_id,question,expected_type,gold_value,predicted_value,group,score,is_correct,confidence,verdict,explanation,precision,recall,f1,cosine_similarity,token_f1,hybrid_text_score,status,raw_answer,citations
Contract__3.pdf,Contract__3,What are the Schedule Delay / Time Issues Terms & Conditions?,long_text,"- requires written notice within 21 days
- entitled to an extension of time for failure to act, direction, order, neglect, delay or default of owner, arch/engineer, or any other contractor employed under the Project; changes in the work; fire, lightning, earthquake, enemy action, act of God, epidemic or pandemic, or similar catastrophe; by government restrictions in respect to materials or labor; by labor disputes beyond Contractor's reasonable control
- impact to critical path only
-","The Schedule Delay / Time Issues Terms & Conditions are detailed in various sections of the contract. If the Owner issues a written order to proceed and approves the Contractor's claim, the Contract Sum and/or Contract Time will be adjusted by Change Order. The Contractor must proceed with the work without delay, even if the claim is approved or denied in part or in whole. Claims for additional time must be made in writing and include an estimate of the probable effect of delay on the progress of the Work. The Contractor is entitled to an extension of time for delays caused by the Owner, Architect/Engineer, other contractors, changes in the Work, or certain uncontrollable events like natural disasters or government restrictions. However, the Contractor waives any claim for damages due to delays and can only claim an extension of time. Adverse weather conditions must be documented and proven to be abnormal and impactful on the critical path schedule. No time extension claims are allowed for delays caused by the Architect unless specific conditions are met. The Contractor must prove that the delay affects the critical path and that the Project is behind schedule. The Contractor must also maintain the schedule and take necessary steps to improve progress if they fall behind, without additional cost to the Owner.",descriptive_metrics,0.7,,0.9,partial,"The predicted answer captures many of the key elements of the gold answer, such as the requirement for written notice, entitlement to an extension of time for various delays, and the impact on the critical path. However, it includes additional details not present in the gold answer and lacks some specific phrasing, leading to partial coverage.",,,,0.7,0.7,0.7,mismatch,"The Schedule Delay / Time Issues Terms & Conditions are detailed in various sections of the contract, including provisions for claims, extensions of time, and conditions under which delays are excusable.","['c00095', 'c00097']"
Contract__3.pdf,Contract__3,How much Schedule Delay / Time Issues Notice to Owner Requirements (Within What # of Days)?,number,21 days,10,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '10' does not match the gold answer '21 days'.,,,,,,,mismatch,ten (10) workdays,"['c00097', 'c00095']"
Contract__3.pdf,Contract__3,What are the Schedule Acceleration Directed by Owner Terms & Conditions?,long_text,- Owner may direct in writing acceleration of schedule and reimbursed unless attributable to Contractor's actions,"In order to expedite the completion of the Work, the Owner, in his sole discretion, may direct the Contractor to increase the number of shifts, days of work, and/or perform overtime operations or to take such other measures as he deems necessary to expedite construction. Such instruction shall be in writing and signed by the Owner. The Contractor, however, shall not be entitled to any additional costs unless the need for such direction was not attributable to the actions, omissions, delays or other fault of the Contractor. In such an event, the Owner shall pay the Contractor the additional cost as mutually agreed upon in writing. If the Contractor is behind schedule due to his own actions, omissions, delays or other fault on its part and the Owner directs the Contractor to work additional shifts, overtime, expedite deliveries, supplement its forces or purchase additional materials or equipment in order to bring his work up to schedule, all additional cost in excess of the GMP shall be borne by the Contractor.",descriptive_metrics,0.85,,0.9,strong,"The predicted answer captures the essential terms and conditions of schedule acceleration directed by the owner, including the requirement for written direction and reimbursement unless the need for acceleration is due to the contractor's actions. The predicted answer provides additional details but does not contradict the gold answer.",,,,0.8,0.85,0.85,mismatch,Owner may direct Contractor to expedite work at no additional cost if delays are Contractor's fault.,['c00074']
Contract__3.pdf,Contract__3,What are the Schedule Definitions of Days (Work / Calendar / Holidays / Etc.)?,text,Calendar,"The term 'day' as used in the Contract Documents shall mean calendar day unless otherwise specifically defined. The term 'working day' shall mean any calendar day except Saturdays, Sundays and Legal Holidays at the place of the Project.",descriptive_metrics,0.5,,0.8,partial,"The predicted answer provides a detailed definition of 'day' and 'working day', which includes the term 'calendar day'. However, it goes beyond the simple 'Calendar' provided in the gold answer.",,,,0.5,0.5,0.5,mismatch,"The term 'day' as used in the Contract Documents shall mean calendar day unless otherwise specifically defined. The term 'working day' shall mean any calendar day except Saturdays, Sundays and Legal Holidays at the place of the Project.","['c00113', 'c00041']"
Contract__3.pdf,Contract__3,What is the Substantial Completion Article #?,identifier,Agreement 3.3; General Conditions 9.8,3.3,categorical_accuracy,0.5,False,0.0,partial,The predicted answer only includes part of the information from the gold answer. It misses 'General Conditions 9.8'.,,,,,,,mismatch,ARTICLE 3.3,"['c00002', 'c00123']"
Contract__3.pdf,Contract__3,What are the Substantial Completion Terms & Conditions?,long_text,"- 462 days from Commencement Date
- all work sufficiently complete in accordance with Contract Documents as required to allow for licensing inspection so Owner can occupy and utilize the work for its intended use
- Certificate of Occupancy are issued
- all finishes complete exclusive of punchlist
- all closeouts are been provided to owner
- Architect has issued Certificate of Substantial Completion","Substantial Completion is the stage when all of the Work is sufficiently complete in accordance with the Contract Documents and all Work under this Contract required to license the building as indicated in the Contract Documents, is complete to allow for a licensing inspection by a licensing agency for that particular location so that the Owner can occupy and utilize the Work for its intended use. However, in no event will Substantial Completion be reached within the meaning of this Contract until: (1) all Work under this Contract is completed to allow for necessary licenses, (2) Certificates of Occupancy are issued by the appropriate governmental authorities provided such certificates are not withheld through no fault of Contractor, (3) all finishes, including but not limited to, wall coverings, paint, carpeting, flooring, appliances, lighting fixtures, plumbing fixtures, softscape, hardscape, and paving have been properly installed (exclusive of Punch List work), (4) all as-built drawings, Operations and Maintenance manuals and warranties have been provided to the Owner, and (5) the Architect has issued a Certificate of Substantial Completion. Issuance of a license is not a criteria for Substantial Completion.",descriptive_metrics,0.9,,0.9,strong,The predicted answer captures almost all the key points of the gold answer with high semantic similarity and coverage. There is no contradiction.,,,,0.9,0.9,0.9,mismatch,"Substantial Completion is the stage when all of the Work is sufficiently complete in accordance with the Contract Documents and all Work under this Contract required to license the building as indicated in the Contract Documents, is complete to allow for a licensing inspection by a licensing agency for that particular location so that the Owner can occupy and utilize the Work for its intended use. However, in no event will Substantial Completion be reached within the meaning of this Contract until: (1) all Work under this Contract is completed to allow for necessary licenses, (2) Certificates of Occupancy are issued by the appropriate governmental authorities provided such certificates are not withheld through no fault of Contractor, (3) all finishes, including but not limited to, wall coverings, paint, carpeting, flooring, appliances, lighting fixtures, plumbing fixtures, softscape, hardscape, and paving have been properly installed (exclusive of Punch List work), (4) all as-built drawings, Operations and Maintenance manuals and warranties have been provided to the Owner, and (5) the Architect has issued a Certificate of Substantial Completion. Issuance of a license is not a criteria for Substantial Completion.","['c00123', 'c00124']"
Contract__3.pdf,Contract__3,What is the Final Completion Definition Article #?,identifier,Agreement 3.3; General Conditions 9.10,9.10,categorical_accuracy,0.5,False,0.0,partial,The predicted answer includes only part of the correct identifiers. It misses 'Agreement 3.3'.,,,,,,,mismatch,Article 9.10,"['c00131', 'c00129']"
Contract__3.pdf,Contract__3,What is the Final Completion Definition?,text,"- Work is ready for final inspection and acceptance
- Receipt of final pay app
- Architect accepts and provides cert of final completion
- Owner may issue 3-day notice to cure after 45 days from Substantial Completion if work is not complete and within additional 15-day period owner may supplement Contractor to complete all work","actual acceptance by Owner of the fully completed Project from Contractor, as further set forth in Section 9.10 of the General Conditions",descriptive_metrics,0.3,,0.7,weak,"The predicted answer captures the concept of final acceptance by the owner but misses other important details such as the final inspection, receipt of final pay app, architect's certification, and the owner's notice to cure.",,,,0.3,0.3,0.3,mismatch,"actual acceptance by Owner of the fully completed Project from Contractor, as further set forth in Section 9.10 of the General Conditions",['c00043']
Contract__3.pdf,Contract__3,Project Interim Milestones List,list,"- Access for Sales trailer/marketing office 9 months prior to substantial completion
- model units 3 months prior to substantial completion",,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,0.0,0.0,0.0,0.0,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Payment Terms (Progress & Final) Article #?,identifier,Agreement Article 11,9.6 and 11.2,categorical_accuracy,0.0,False,0.0,incorrect,The predicted answer provides different article numbers (9.6 and 11.2) which do not match the gold answer (Agreement Article 11).,,,,,,,mismatch,§ 9.6 PROGRESS PAYMENTS and § 11.2 FINAL PAYMENT,"['c00121', 'c00029']"
Contract__3.pdf,Contract__3,What are the Payment Terms & Conditions for Retainage Reduction?,long_text,10% through 50% complete on a line item basis.  Once line item reaches 50% no additional retainage is held,"The Owner shall withhold as retainage 10% of each approved progress payment through 50% completion, on a line item basis, of the Project. Once a line item reaches 50% completion no further retainage will be held on that line item. This retainage shall be withheld until Substantial Completion as defined in the Contract Documents. Upon Substantial Completion of the Work by the Contractor, the Contractor shall be paid a sum sufficient to increase the total payments to the Contractor to 100% of the Cost of the Work and Fees, but less an amount equal to 200% of the costs of the Work for incomplete Work or Punch List Work. However, in no event will the retainage be reduced lower than the amount required by the Lender in the Construction Loan Agreement. In the event of any inconsistency between this retainage clause and the Construction Loan Agreement, the Construction Loan Agreement shall govern.",descriptive_metrics,0.7,,0.9,partial,"The predicted answer captures the main points of the gold answer but includes additional details not present in the gold answer. There is no contradiction, but the extra information affects the coverage and semantic similarity.",,,,0.7,0.7,0.7,mismatch,"The Owner shall withhold as retainage 10% of each approved progress payment through 50% completion, on a line item basis, of the Project. Once a line item reaches 50% completion no further retainage will be held on that line item. This retainage shall be withheld until Substantial Completion as defined in the Contract Documents. Upon Substantial Completion of the Work by the Contractor, the Contractor shall be paid a sum sufficient to increase the total payments to the Contractor to 100% of the Cost of the Work and Fees, but less an amount equal to 200% of the costs of the Work for incomplete Work or Punch List Work. However, in no event will the retainage be reduced lower than the amount required by the Lender in the Construction Loan Agreement. In the event of any inconsistency between this retainage clause and the Construction Loan Agreement, the Construction Loan Agreement shall govern.","['c00027', 'c00028']"
Contract__3.pdf,Contract__3,Are there Payment Terms for Retainage on General Conditions?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer 'True' contradicts the gold answer 'No'.,,,,,,,mismatch,"Yes, there are payment terms for retainage on general conditions.","['c00027', 'c00028']"
Contract__3.pdf,Contract__3,Are there Payment Terms for Retainage on Fee?,boolean,No,True,categorical_accuracy,1.0,False,0.0,incorrect,"The gold answer indicates there are no payment terms for retainage on fee, while the predicted answer incorrectly states that there are.",,,,,,,mismatch,"Yes, there are payment terms for retainage on fee.","['c00027', 'c00028']"
Contract__3.pdf,Contract__3,What is the Payment Terms for Offsite Stored Material Article #?,identifier,General Conditions 9.3.2,7.3.8,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '7.3.8' does not match the gold answer 'General Conditions 9.3.2'.,,,,,,,mismatch,Article 7.3.8,"['c00115', 'c00027']"
Contract__3.pdf,Contract__3,What is the Article # for IMC's Stop Work Ability for late Owner payment?,identifier,General Conditions 9.7,9.7.1,categorical_accuracy,0.5,False,0.0,partial,"The predicted answer '9.7.1' is close but not complete. The gold answer specifies 'General Conditions 9.7', which provides more context.",,,,,,,mismatch,Section 9.7.1,"['c00122', 'c00121']"
Contract__3.pdf,Contract__3,What are the Terms & Conditions for IMC's Stop Work Ability for late Owner payment?,long_text,"If the Architect does not issue a Certificate for Payment for which the Owner and Contractor agree that an undisputed amount is due, through no fault of the Contractor, within forty-five (45) days after receipt of the Contractor's Application for Payment, or if the Owner does not pay the Contractor within seven (7) days after the date established in the Contract Documents the amount certified by the Architect, then the Contractor may, upon seven (7) additional days' written notice to the Owner and Architect, stop the Work until payment of the amount owing has been received.  The Owner shall compensate the Contractor for the reasonable costs of shutdown and start-up, but this provision and such compensation shall nonetheless not be deemed to conflict with the “No Damages for Delay” provision set forth in the Contract, but shall be read in conjunction therewith.  Notwithstanding the foregoing, if the Owner and Contractor have a payment dispute, the Contractor shall proceed with the Work without delay, subject to Contractor’s right to assert a claim in accordance herein.","If an undisputed amount is due to the Contractor and not paid by the Owner within forty-five (45) days after receipt of the Contractor's Application for Payment, or if the Owner does not pay the Contractor within seven (7) days after the date established in the Contract Documents the amount certified by the Architect, the Contractor may, upon seven (7) additional days' written notice to the Owner and Architect, stop the Work until payment of the amount owing has been received. However, the Contractor shall not stop performance in the event there is a bona fide dispute with the Owner regarding any of the reasons set forth. The performance of the Work shall proceed without delay, but subject to Contractor’s right to assert a claim.",descriptive_metrics,0.9,,0.9,strong,"The predicted answer captures the essential terms and conditions for IMC's Stop Work Ability for late Owner payment. It includes the conditions under which the Contractor can stop work and the requirement to proceed with work in case of a dispute, similar to the gold answer. However, it omits the specific mention of compensation for shutdown and start-up costs.",,,,0.9,0.9,0.9,mismatch,"Contractor may stop work if payment is not received within specified timeframes, but not if there is a bona fide dispute.","['c00122', 'c00149']"
Contract__3.pdf,Contract__3,What is the Dispute Resolution Article #?,identifier,General Conditions 4.3,4.4,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '4.4' does not match the gold answer 'General Conditions 4.3'.,,,,,,,mismatch,4.4,['c00099']
Contract__3.pdf,Contract__3,What is the CM Suspension / Termination Article #?,identifier,General Conditions 14.1,14,categorical_accuracy,0.5,False,0.0,partial,The predicted answer '14' is close but incomplete. The full identifier is 'General Conditions 14.1'.,,,,,,,mismatch,ARTICLE 14,"['c00147', 'c00151']"
Contract__3.pdf,Contract__3,How many days notice must the Owner give IMC for CM Termination for Convenience?,number,0,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Direct Negotiation Duration (# of Days)?,number,30,,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer is missing.,,,,,,,mismatch,,[]
Contract__3.pdf,Contract__3,What are the Warranty Terms & Conditions?,long_text,Warranty period commences at substantial completion and conforming to contract documents,,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__3.pdf,Contract__3,What is the As-Built / Record Documents Requirements Article #?,identifier,General Conditions 9.8,3.11,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '3.11' does not match the gold answer 'General Conditions 9.8'.,,,,,,,mismatch,§ 3.11,['c00075']
Contract__3.pdf,Contract__3,What are the As-Built / Record Documents Requirements?,long_text,If required by lender to be submitted as part of substantial completion,,descriptive_metrics,0.0,,0.0,incorrect,No predicted answer provided.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Final Payment Article #?,identifier,General Conditions 9.10,11.2,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '11.2' does not match the gold answer 'General Conditions 9.10'.,,,,,,,mismatch,11.2,['c00029']
Contract__3.pdf,Contract__3,What are the Final Payment Terms & Conditions?,long_text,"§ 9.10.2 Neither final payment nor any remaining retained percentage shall become due until the Contractor submits to the Architect (1) an affidavit that required payrolls, bills for materials and equipment, and other indebtedness connected with the Work for which the Owner or the Owner's property might be responsible or encumbered (less amounts withheld by Owner) have been paid or otherwise satisfied, (2) a certificate evidencing that insurance required by the Contract Documents to remain in force after final payment is currently in effect and will not be canceled or allowed to expire until at least thirty (30) days' prior written notice has been given to the Owner, (3) a written statement that the Contractor knows of no substantial reason that the insurance will not be renewable to cover the period required by the Contract Documents, (4) consent of surety, if any, to final payment, (5),  the lien waiver and release forms required under the Contract Documents, executed by Contractor and any other necessary parties, and (6) a letter copied to the Owner, stating that all close out Operations and Maintenance manuals and warranties have been submitted per Contract Document requirements. This scope shall include all “Architectural” and “Mechanical, Plumbing and Electrical” operations and maintenance manuals and warranty information. If the Contractor fails to furnish such releases or waivers as noted in item (5) as the Owner reasonably requires to satisfy the Owner that there are no outstanding liens, including outstanding liens by Subcontractors at any tier level, the Owner may require the Contractor, as a condition of final payment, to furnish a bond satisfactory to the Owner and meeting the requirements set forth in § 9.3.5 above. If a Subcontractor refuses to furnish a release or waiver required by the Owner, the Contractor may furnish a bond satisfactory to the Owner to indemnify the Owner against such lien and such personal liability arising from such claim. If such lien remains unsatisfied after payments are made, the Contractor shall refund to the Owner all money that the Owner may be compelled to pay in discharging such lien, including all costs and reasonable attorneys' fees.  Contractor agrees that it will obtain the agreement of each of its Subcontractors and Suppliers in its contracts with such parties that its Subcontractors and Suppliers will execute the lien waivers and releases.",,descriptive_metrics,0.0,,1.0,incorrect,No answer was provided.,,,,0.0,0.0,0.0,mismatch,,[]
Contract__3.pdf,Contract__3,What is the Concealed / Unknown / Hazardous Conditions Article #?,identifier,General Conditions 4.3.4,10.3,categorical_accuracy,1.0,False,0.0,incorrect,The predicted answer '10.3' does not match the gold answer 'General Conditions 4.3.4'.,,,,,,,mismatch,10.3,"['c00137', 'c00139']"
Contract__3.pdf,Contract__3,What are the Concealed / Unknown / Hazardous Conditions Terms & Conditions?,long_text,"§ 4.3.4	Concealed or Unknown Conditions. If the Contractor encounters conditions at the site that are (1) subsurface or otherwise concealed physical conditions that differ materially from those indicated in the Contract Documents or (2) unknown physical conditions of an unusual nature, that differ materially from those ordinarily found to exist and generally recognized as inherent in construction activities of the character provided for in the Contract Documents, the Contractor shall promptly provide notice to the Owner and the Architect before conditions are disturbed and in no event later than twenty-one (21) days after first observance of the conditions. The Architect will promptly investigate such conditions and, if the Architect determines that they differ materially and cause an increase or decrease in the Contractor’s cost of, or time required for, performance of any part of the Work, will recommend an equitable adjustment in the Contract Sum or Contract Time, or both. If the Architect determines that the conditions at the site are not materially different from those indicated in the Contract Documents and that no change in the terms of the Contract is justified, the Architect shall promptly notify the Owner and Contractor in writing, stating the reasons. If either party disputes the Architect’s determination or recommendation, that party may proceed as provided in the Disputes provisions.","If reasonable precautions will be inadequate to prevent foreseeable bodily injury or death to persons resulting from a material or substance, including but not limited to asbestos or polychlorinated biphenyl (PCB), encountered on the site by the Contractor, the Contractor shall, upon recognizing the condition, immediately stop Work in the affected area and report the condition to the Owner and Architect in writing. The Contractor shall have no responsibility for the discovery, presence, handling, removal, disposal or exposure of persons to hazardous substances existing in any form at the site unless the Contractor or anyone for whom Contractor is liable introduces the hazardous substance to the site, or unless the Contract Documents require the abatement and removal of said hazardous substances. The Owner shall obtain the services of a licensed laboratory to verify the presence or absence of the material or substance reported by the Contractor and, in the event such material or substance is found to be present, to verify that it has been rendered harmless. Unless otherwise required by the Contract Documents, the Owner shall furnish in writing to the Contractor and Architect the names and qualifications of persons or entities who are to perform tests verifying the presence or absence of such material or substance or who are to perform the task of removal or safe containment of such material or substance. The Contractor and the Architect will promptly reply to the Owner in writing. To the fullest extent permitted by law, the Owner shall indemnify and hold harmless the Contractor, and its Subcontractors and employees from and against claims, damages, losses and expenses, including but not limited to attorneys' fees, arising out of or resulting from performance of the Work in the affected area if in fact the material or substance presents the risk of bodily injury or death and has not been rendered harmless, provided that such claim, damage, loss or expense is attributable to bodily injury, sickness, disease or death, or to injury to or destruction of tangible property (other than the Work itself) and provided that such damage, loss or expense is not due to the sole negligence of a party seeking indemnity. The Owner shall not be responsible for materials and substances brought to the site by the Contractor unless such materials or substances were required by the Contract Documents and were obtained, handled and delivered in accordance with the Contract Documents.",descriptive_metrics,0.2,,0.9,weak,"The predicted answer addresses hazardous conditions but focuses on hazardous materials like asbestos or PCB, which is different from the concealed or unknown conditions described in the gold answer. There is some overlap in the general topic of hazardous conditions, but the specific terms and conditions differ significantly.",,,,0.2,0.2,0.2,mismatch,Contractor must stop work and report hazardous conditions; Owner handles verification and indemnifies Contractor.,"['c00137', 'c00139']"
Contract__3.pdf,Contract__3,List the Owner / Project Required Reports,list,Monthly Contingency Tracking Log,"['affidavit that required payrolls, bills for materials and equipment, and other indebtedness connected with the Work have been paid or otherwise satisfied', 'certificate evidencing that insurance required by the Contract Documents to remain in force after final payment is currently in effect', 'written statement that the Contractor knows of no substantial reason that the insurance will not be renewable to cover the period required by the Contract Documents', 'consent of surety, if any, to final payment', 'lien waiver and release forms required under the Contract Documents, executed by Contractor and any other necessary parties', 'letter copied to the Owner, stating that all close out Operations and Maintenance manuals and warranties have been submitted per Contract Document requirements', 'correct lists of the Major Subcontractors and all other Subcontractors, suppliers and materialmen employed or retained in connection with the construction of the Improvements']",descriptive_metrics,0.0,,1.0,incorrect,"The predicted answer lists various documents and certificates, none of which match the 'Monthly Contingency Tracking Log' specified in the gold answer.",,,0.0,0.0,0.0,0.0,mismatch,"List of required reports includes affidavits, certificates, written statements, consents, lien waivers, letters, and lists of subcontractors and suppliers.","['c00131', 'c00034']"
Contract__3.pdf,Contract__3,What is the Labor?,text,Non-Union,"Labor refers to the work performed by construction workers, including wages, salaries, and associated costs such as taxes, insurance, and benefits required by law or collective bargaining agreements.",descriptive_metrics,0.0,,1.0,incorrect,The predicted answer does not match the gold answer in meaning and provides a different context.,,,,0.0,0.0,0.0,mismatch,"Labor refers to the work performed by construction workers, including wages, salaries, and associated costs.","['c00110', 'c00061', 'c00062', 'c00063']"
Contract__3.pdf,Contract__3,List all Contract Agreement Exhibit / Appendix (Letter / Number /Name),list,"EXHIBIT A:  Documentation List 
EXHIBIT B:  Qualifications
EXHIBIT C:  Contract  Schedule _
EXHIBIT D: Waivers
EXHIBIT E: Reimbursable Cost of Work
EXHIBIT F (a): Allowances 4.20.23
EXHIBIT F (b): VM List
EXHIBIT H: GC and GR Breakdowns 4.4.23
EXHIBIT I: Cost Breakdown rev 4.20.23
EXHIBIT J: Insurance Requirements 
EXHIBIT K: Consent to Assignment Forms
EXHIBIT L:  Use Authorization Forms","['Exhibit F', 'Exhibit L', 'Exhibit B', 'Exhibit C', 'EXHIBIT A', 'EXHIBIT L']",descriptive_metrics,0.3,,0.7,weak,"The predicted answer lists some of the exhibits but misses many and does not provide the full names or details. There is no contradiction, but the coverage is low.",,,0.3,0.3,0.3,0.3,mismatch,"Exhibit F, Exhibit L, Exhibit B, Exhibit C, EXHIBIT A, EXHIBIT L","['c00009', 'c00041', 'c00156', 'c00339']"
Contract__3.pdf,Contract__3,What are the Cyber Indemnification / Hacking Article Terms & Conditions?,long_text,"N/A

§11.1.11 Contractor shall provide Owner, upon execution of this Agreement, written instructions and all necessary forms required by Owner to effectuate payment to Contractor by check or wire transfer. If Contractor sends to Owner a request to change such payment information, Owner agrees that it will not modify or make a change to this payment information until Contractor's President and CEO or Chief Financial Officer, provides oral confirmation and Contractor provides Owner with a notarized confirmation from Contractor's Chief Financial Officer.  Owner shall make no changes to the payment information if it does not receive both oral and written confirmation as stated herein.","The Cyber Indemnification / Hacking Article Terms & Conditions are not explicitly mentioned in the provided excerpts. The excerpts primarily discuss general indemnification, safety, insurance, and other contractual obligations but do not specifically address cyber indemnification or hacking terms.",descriptive_metrics,0.5,,0.8,partial,"The predicted answer correctly identifies that the Cyber Indemnification / Hacking Article Terms & Conditions are not explicitly mentioned, which aligns with the 'N/A' in the gold answer. However, it provides additional context that is not necessary.",,,,0.5,0.5,0.5,mismatch,The Cyber Indemnification / Hacking Article Terms & Conditions are not explicitly mentioned in the provided excerpts.,"['c00083', 'c00085', 'c00133', 'c00103', 'c00139', 'c00099', 'c00317', 'c00313']"
