form_row_id,contract_filename,contract_id,question_id,question_text,answer_type,answer,normalized_at
8,Contract__1.pdf,contract__1,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,3 Typical - No requirement per contract,2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,3,2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,"None, not required",2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,"Not referenced in Contract; however, Owner requested 3 bids.",2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,3,2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,"(3) if possible, if and when the value is over $150,000",2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,"5.2.1 Unless otherwise stated in the Contract Documents or the bidding requirements, Construction Manager, as soon as practicable after the execution of this Agreement, shall furnish in writing to Owner through Architect the names of persons or entities (including those who are to furnish materials or equipment fabricated to a special design) proposed for each principal portion of the Work. Owner will promptly reply to Construction Manager in writing stating whether or not Owner or Architect, after due investigation, has reasonable objection to any such proposed person or entity. Construction Manager shall request bids from Subcontractors and/or materialmen and shall review such bids with Owner. Prior to entering into any Subcontract or purchase order, Construction Manager shall deliver to Owner copies of all requests for bids sent to prospective Subcontractors, all bids submitted to Construction Manager and a spreadsheet analysis setting forth the reasons for recommending acceptance of a bid. Owner will then determine, with the advice of Construction Manager, which bids will be accepted. The prior written approval of Owner shall be required for all subcontracts and purchase orders in excess of $25,000 and for all change orders issued with respect to such subcontracts and purchase orders. All forms of agreement with Subcontractors shall be approved by Owner prior to the execution of such agreements by Construction Manager and Subcontractor. Such approved forms of agreement shall become part of the Contract Documents.",2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,3,2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,5,2026-01-25T19:55:50
16,Contract__21.pdf,contract__21,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,NA - completed under competetive bid,2026-01-25T19:55:50
12,Contract__12.pdf,contract__12,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,Not indicated,2026-01-25T19:55:50
17,Contract__22.pdf,contract__22,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,"Contractor shall solicit, and use all reasonable efforts to obtain, not less than three (3) competitive proposals or bids from qualified and experienced firms reasonably approved by Owner for such Work - Article 8.1.c.iv",2026-01-25T19:55:50
21,Contract__14.pdf,contract__14,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,3,2026-01-25T19:55:50
1,,nan,Q_what_is_the_subcontractor_required_number_of_bids__24303036,What is the Subcontractor Required Number of Bids per package?,text,zng,2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_what_are_the_subcontractor_bids_bid_tabs_provided__3ccc6af1,What are the Subcontractor Bids / Bid Tabs Provided to Owner Terms & Conditions?,text,"Those portions of the Work that the Contractor does not customarily perform with the Contractor's own personnel shall be performed under subcontracts or by other appropriate agreements with the Contractor. The Owner may designate specific persons from whom, or entities from which, the Contractor shall obtain bids. The Contractor shall obtain bids from Subcontractors and from suppliers of materials or equipment fabricated especially for the Work and review such bids with the Owner. The Contractor shall then determine, with the advice of the Owner, which bids will be accepted. The Contractor shall not be required to contract with anyone to whom the Contractor has reasonable objection' The Contractor shall not contract with anyone to whom the Owner has a reasonable objection as set forth in Section 5.2 of the AIA Document A2011017, as modified.",2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_what_are_the_subcontractor_bids_bid_tabs_provided__3ccc6af1,What are the Subcontractor Bids / Bid Tabs Provided to Owner Terms & Conditions?,text,Within 120 days after award of Contract provide entities proposed for each principal portion of the Work. Owner/Architect to reply promptly in writing any objections. Contractor may not contract with proposed entity that Owner/Architect have reasonable/timely objection,2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_what_are_the_subcontractor_bids_bid_tabs_provided__3ccc6af1,What are the Subcontractor Bids / Bid Tabs Provided to Owner Terms & Conditions?,text,Contractor shall identify Line Item Buyout Savings and Line Item Holds.,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_what_are_the_subcontractor_bids_bid_tabs_provided__3ccc6af1,What are the Subcontractor Bids / Bid Tabs Provided to Owner Terms & Conditions?,text,"Those portions of the Work that the Construction Manager does not customarily perform with the Construction Manager’s own personnel shall be performed under subcontracts or other appropriate agreements with the Construction Manager. The Owner may designate specific persons from whom, or entities from which, the Construction Manager shall obtain bids. The Construction Manager shall obtain bids from Subcontractors, and from suppliers of materials or equipment fabricated especially for the Work, who are qualified to perform that portion of the Work in accordance with the requirements of the Contract Documents. The Construction Manager shall deliver such bids to the Architect and Owner with an indication as to which bids the Construction Manager intends to accept. The Owner then has the right to review the Construction Manager’s list of proposed subcontractors and suppliers in consultation with the Architect and, subject to Section 9.1.1, to object to any subcontractor or supplier. Any advice of the Architect, or approval or objection by the Owner, shall not relieve the Construction Manager of its responsibility to perform the Work in accordance with the Contract Documents. The Construction Manager shall not be required to contract with anyone to whom the Construction Manager has reasonable objection.",2026-01-25T19:55:50
1,,nan,Q_what_are_the_subcontractor_bids_bid_tabs_provided__3ccc6af1,What are the Subcontractor Bids / Bid Tabs Provided to Owner Terms & Conditions?,text,sfgn,2026-01-25T19:55:50
8,Contract__1.pdf,contract__1,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
23,Contract__4.pdf,contract__4,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
15,Contract__6.pdf,contract__6,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
19,Contract__18.pdf,contract__18,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
13,Contract__19.pdf,contract__19,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
16,Contract__21.pdf,contract__21,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
12,Contract__12.pdf,contract__12,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
17,Contract__22.pdf,contract__22,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
18,Contract__13.pdf,contract__13,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
21,Contract__14.pdf,contract__14,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
26,Contract__23.pdf,contract__23,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
22,Contract__22.pdf,contract__22,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
20,Contract__24.pdf,contract__24,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
25,Contract__16.pdf,contract__16,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
27,Contract__25.pdf,contract__25,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,No,2026-01-25T19:55:50
1,,nan,Q_does_a_subcontractor_award_have_to_be_approved_by__33d15cc4,Does a Subcontractor Award have to be Approved by Owner?,boolean,Yes,2026-01-25T19:55:50
8,Contract__1.pdf,contract__1,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
23,Contract__4.pdf,contract__4,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
15,Contract__6.pdf,contract__6,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
19,Contract__18.pdf,contract__18,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
13,Contract__19.pdf,contract__19,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
16,Contract__21.pdf,contract__21,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
12,Contract__12.pdf,contract__12,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
17,Contract__22.pdf,contract__22,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
18,Contract__13.pdf,contract__13,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
21,Contract__14.pdf,contract__14,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
26,Contract__23.pdf,contract__23,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
22,Contract__22.pdf,contract__22,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
20,Contract__24.pdf,contract__24,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
25,Contract__16.pdf,contract__16,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,No,2026-01-25T19:55:50
27,Contract__25.pdf,contract__25,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
1,,nan,Q_can_owner_mandate_specific_subcontractors_be_used_9b8ab21e,Can Owner Mandate Specific Subcontractors be used?,boolean,Yes,2026-01-25T19:55:50
8,Contract__1.pdf,contract__1,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
23,Contract__4.pdf,contract__4,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,No,2026-01-25T19:55:50
15,Contract__6.pdf,contract__6,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
5,Contract__8.pdf,contract__8,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,No,2026-01-25T19:55:50
19,Contract__18.pdf,contract__18,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,No,2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
13,Contract__19.pdf,contract__19,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
10,Contract__20.pdf,contract__20,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
16,Contract__21.pdf,contract__21,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,No,2026-01-25T19:55:50
12,Contract__12.pdf,contract__12,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
17,Contract__22.pdf,contract__22,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
18,Contract__13.pdf,contract__13,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
21,Contract__14.pdf,contract__14,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
26,Contract__23.pdf,contract__23,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
22,Contract__22.pdf,contract__22,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
20,Contract__24.pdf,contract__24,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,No,2026-01-25T19:55:50
25,Contract__16.pdf,contract__16,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,No,2026-01-25T19:55:50
27,Contract__25.pdf,contract__25,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,No,2026-01-25T19:55:50
1,,nan,Q_is_imc_entitled_a_pcco_for_owner_selected_mandated_6ae40fe3,Is IMC Entitled a PCCO for Owner Selected / Mandated Subcontractors?,boolean,Yes,2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_what_is_the_gmp_shared_savings_article_9ada3ee2,What is the GMP Shared Savings Article #?,text,5.2.7,2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_what_is_the_gmp_shared_savings_article_9ada3ee2,What is the GMP Shared Savings Article #?,text,Agreement 4.3,2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_what_is_the_gmp_shared_savings_article_9ada3ee2,What is the GMP Shared Savings Article #?,text,Section 3.2.11 No shared savings.,2026-01-25T19:55:50
1,,nan,Q_what_is_the_gmp_shared_savings_article_9ada3ee2,What is the GMP Shared Savings Article #?,text,DFB,2026-01-25T19:55:50
8,Contract__1.pdf,contract__1,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"- Savings = GMP (including Contractor's fee) - Actual Cost of the Work (including Contractor's fee) - Contractor and Owner share savings 50/50 until the Contractor accrues total savings of $2,400,000 - All savings to the owner after accruing $2,400,000 total ($1,200,000 to Contractor and $1,200,00 to Owner) - Savings on allowances, deduct change orders and Owner approved substitutions/alternates are not included in project savings",2026-01-25T19:55:50
6,Contract__2.pdf,contract__2,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"Any cost Savings shall be shared by the contractor and owner as follows: Fifty percent (50%) to the Owner and fifty percent (50%) to the Contractor. ""Cost Savings"" shall mean the difference between the (1) Cost of the Work plus the Contractor's Fee, and (2) the Guaranteed Maximum Price, as modified.",2026-01-25T19:55:50
3,Contract__3.pdf,contract__3,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"Sliding scale first $100,000 30% to Contractor reducing 5% each $100,000 thereafter up to $500,000 and Contractor's share capped at $100,000",2026-01-25T19:55:50
23,Contract__4.pdf,contract__4,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"""Buy-Out Savings"" shall mean the difference between (i) the sum of the subcontract amounts in the schedule of values attached as Exhibit C and (ii) the sum of the actual amounts of the subcontracts entered into by the Contractor for the performance of the Work. Any Buy-Out Savings shall be shared by the Contractor and Owner as follows: Thirty percent (30%) to the Owner and seventy percent (70%) to the Contractor for Cost Savings declared by Contractor in months one (l) through three (3) of the Agreement term. Forty percent (40%) to the Owner and sixty percent (60%) to the Contractor for Cost Savings declared by Contractor in months four (4) through six (6) of the Agreement term. Fifty percent (50%) to the Owner and fifty percent (50%) to the Contractor for Cost Savings determined via final project cost audit or accounting. Upon declaration of the Buy-Out Savings, the Contractor shall provide the Owner with documentation reasonably requested by Owner to substantiate the Buy-Out Savings. The percentage of the Buy-Out Savings allocated to the Owner according to the foregoing schedule shall be subtracted from the Guaranteed Maximum Price through a deductive Change Order to be executed by the parties promptly after the declaration of the Buy-Out Savings. The portion of the Buy-Out Savings allocated to the Contractor shall be added to the Contractor's Fee, and become eligible for billing in accordance with Article 12 hereof promptly after the execution of the aforementioned Change Order. Any Cost Savings shall be shared by the Contractor and Owner as follows: Fifty percent (50%) to the Owner and fifty percent (50%) to the Contractor ""Cost Savings"" shall mean the difference between the (l) Cost of the Work plus the Contractor's Fee, and (2) the Guaranteed Maximum Price, as modified.",2026-01-25T19:55:50
11,Contract__5.pdf,contract__5,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"GMP Part VI, Paragraph g Savings Upon completion of the Work, the Design Builder shall provide to Princeton University a detailed and complete accounting of the Cost of the Work for the Project. Should the actual final Cost of the Work plus the Design Builder’s Fee be less than the GMP amount as adjusted pursuant to this Contract (“Savings”), the Savings shall accrue one hundred percent (100%) to Princeton University and zero percent (0%) to the Design Builder. Should, however, the actual final Cost of the Work plus the Design Builder’s Fee applicable thereto exceed the GMP amount as adjusted pursuant to this Contract, then, the excess amount shall be borne solely by the Design Builder.",2026-01-25T19:55:50
15,Contract__6.pdf,contract__6,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,Contingency shared savings 50/50,2026-01-25T19:55:50
9,Contract__7.pdf,contract__7,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"None, all savings accrues to Owner via deduct change order at completion of project.",2026-01-25T19:55:50
4,Contract__17.pdf,contract__17,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"By submitting a Guaranteed Maximum Price proposal, the Construction Manager agrees that all buy out savings, discounts earned, unused allowances and other savings shall be returned to the Owner without sharing with the Construction Manager, unless the Owner agrees otherwise in writing. Savings shall be identified no later than in the final Application for Payment",2026-01-25T19:55:50
19,Contract__18.pdf,contract__18,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"6.1.7.1: savings are defined as the difference between (a) the cost of work plus the construction managers fee, and (b) the guaranteed maximum price, if the cost of the work plus the construction managers fee is less than the guaranteed maximum price. After first deducting from savings the full amount of any unused allowance items and any unused contingency fund items, owner shall pay construction manager a sum equal to 25% of the remaining savings, provided, however, that the total amount of savings paid to the construction manager shall not exceed the amount of construction managers fee as set forth in section 6.1.2 of the agreement. said payment shall be made to construction manager at the time of final payment.",2026-01-25T19:55:50
7,Contract__9.pdf,contract__9,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,50/50,2026-01-25T19:55:50
14,Contract__10.pdf,contract__10,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,"9.2.1.3 Upon completion of the Work, an accounting will be made to Owner of the Cost of the Work, and should the actual final cost, as adjusted pursuant to this Agreement, including Construction Manager’s Fee, be less than the Guaranteed Maximum Price, one hundred percent (100%) of the savings shall accrue to Owner. 9.2.1.4 .....If, at the completion of the Work any sums remain in the Contingency, such sums shall not constitute “savings” and, accordingly, Construction Manager shall not be entitled to share in any portion thereof.",2026-01-25T19:55:50
24,Contract__11.pdf,contract__11,Q_what_are_the_gmp_shared_savings_terms_conditions_210e0777,What are the GMP Shared Savings Terms & Conditions?,text,30% to the owner and 70% to the contractor for cost savings declared by contractor in months (1) through (3) of the agreement term.,2026-01-25T19:55:50
